question_set_edition	tournament	room	round	packet	tossup	answer	words	category	subcategory	subsubcategory	team	player	buzz_value	buzz_location	buzz_location_pct	bounceback	answer_given	protested
2018-01-20	Virginia	4	4	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		NC State	Pratham Chhabria	0	130	1.0	bounceback		
2018-01-20	Virginia	4	4	C	16	“Tintern Abbey”	163	Literature	Non-Epic Poetry		NC State	Ziad Ali	-5	141	0.865			
2018-01-20	Virginia	4	4	C	17	Ceres	139	Science	Other Science	Astronomy	NC State	Rohan Krishnamoorthy	-5	78	0.561			
2018-01-20	Virginia	4	4	C	18	Billy Budd	138	Literature	Long Fiction		NC State	Ziad Ali	10	114	0.826			
2018-01-20	Virginia	4	4	C	19	counting	132	RMPSS	Social Science		NC State	Ziad Ali	10	129	0.977			
2018-01-20	Virginia	4	4	C	20	Saint Jerome	135	Arts	Painting/Sculpture		NC State	Ziad Ali	-5	118	0.874			
2018-01-20	Virginia	4	5	M	4	economists	127	History	Other History		Georgetown B	Kyle Wang	10	113	0.89			
2018-01-20	Virginia	4	5	M	5	Ulysses	159	Literature	Long Fiction		Georgetown B	Eamon Tuttle	10	159	1.0			
2018-01-20	Virginia	4	5	M	6	Seattle	136	History	US History		Georgetown B	Kyle Wang	10	136	1.0			
2018-01-20	Virginia	4	5	M	8	Saint Benedict of Nursia	137	RMPSS	Religion		Georgetown B	Kyle Wang	10	127	0.927			
2018-01-20	Virginia	4	5	M	11	gluons	133	Science	Physics		Georgetown B	Kyle Wang	10	133	1.0	bounceback-end		
2018-01-20	Virginia	4	5	M	13	Irish potato famine	133	History	British, Canadian, Australian, New Zealand History		Georgetown B	Kyle Wang	10	119	0.895			
2018-01-20	Virginia	4	5	M	15	Stanley Kubrick	132	Arts	Other Art	Film	Georgetown B	Kyle Wang	10	105	0.795			
2018-01-20	Virginia	4	5	M	17	Mencius	133	RMPSS	Philosophy		Georgetown B	Kyle Wang	10	133	1.0			
2018-01-20	Virginia	4	5	M	19	caste system	132	RMPSS	Social Science		Georgetown B	Eamon Tuttle	10	113	0.856			
2018-01-20	Virginia	4	5	M	20	Ausgleich	141	History	Continental European History (post-600 CE)		Georgetown B	Kyle Wang	10	141	1.0	bounceback-end		
2018-01-20	Virginia	4	5	M	1	photo manipulation	126	Other	Other Academic		Virginia Tech B	Mahdi Alkafawi	10	126	1.0			
2018-01-20	Virginia	4	5	M	2	conjugation	145	Science	Other Science	Math	Virginia Tech B	Alia Wilson	0	145	1.0			
2018-01-20	Virginia	4	5	M	3	Uncle Vanya	144	Literature	Drama		Virginia Tech B	Kevin Chen	0	144	1.0			
2018-01-20	Virginia	4	5	M	7	Gustav Mahler	132	Arts	Music		Virginia Tech B	Alia Wilson	10	120	0.909			
2018-01-20	Virginia	4	5	M	9	convergent evolution	118	Science	Biology		Virginia Tech B	Kevin Chen	10	115	0.975			
2018-01-20	Virginia	4	5	M	10	Slavs	141	RMPSS	Mythology		Virginia Tech B	Mahdi Alkafawi	10	124	0.879			
2018-01-20	Virginia	4	5	M	11	gluons	133	Science	Physics		Virginia Tech B	Alia Wilson	0	133	1.0			
2018-01-20	Virginia	4	5	M	12	Hunter S. Thompson	150	Literature	Miscellaneous Lit		Virginia Tech B	Alia Wilson	10	150	1.0			
2018-01-20	Virginia	4	5	M	14	baseball	145	Literature	Non-Epic Poetry		Virginia Tech B	Kevin Chen	10	138	0.952			
2018-01-20	Virginia	4	5	M	16	electrophiles	126	Science	Chemistry		Virginia Tech B	Alia Wilson	0	126	1.0			
2018-01-20	Virginia	4	5	M	18	chairs	141	Arts	Painting/Sculpture		Virginia Tech B	Alia Wilson	10	141	1.0			
2018-01-20	Virginia	4	5	M	20	Ausgleich	141	History	Continental European History (post-600 CE)		Virginia Tech B	Alia Wilson	0	141	1.0			
2018-01-20	Virginia	4	6	H	1	Mughal emperor	134	Arts	Other Art	Other Visual	Liberty B	Parker Williams	0	134	1.0			
2018-01-20	Virginia	4	6	H	2	Kuwait	125	History	Other History		Liberty B	Nathan Cook	10	125	1.0	bounceback		
2018-01-20	Virginia	4	6	H	4	Tibet	142	RMPSS	Mythology		Liberty B	Nathan Cook	-5	124	0.873			
2018-01-20	Virginia	4	6	H	6	valleys	146	RMPSS	Religion		Liberty B	Parker Williams	10	99	0.678			
2018-01-20	Virginia	4	6	H	7	theaters	154	Arts	Painting/Sculpture		Liberty B	Miranda Boljat	-5	153	0.994			
2018-01-20	Virginia	4	6	H	8	David Hilbert	134	Science	Other Science	Math	Liberty B	Nathan Cook	10	109	0.813			
2018-01-20	Virginia	4	6	H	9	Henry	143	History	Continental European History (post-600 CE)		Liberty B	Nathan Cook	-5	142	0.993			
2018-01-20	Virginia	4	6	H	11	Commodus	119	History	Continental or Near Eastern History (pre-600 CE)		Liberty B	Parker Williams	10	108	0.908			
2018-01-20	Virginia	4	6	H	13	two violins	143	Arts	Music		Liberty B	Nathan Cook	10	143	1.0	bounceback		
2018-01-20	Virginia	4	6	H	18	Kenya	135	Other	Geography		Liberty B	Parker Williams	10	135	1.0	bounceback		
2018-01-20	Virginia	4	6	H	19	Nicolas Malebranche	148	RMPSS	Philosophy		Liberty B	Nathan Cook	0	148	1.0			
2018-01-20	Virginia	4	6	H	1	Mughal emperor	134	Arts	Other Art	Other Visual	Virginia Tech B	Mahdi Alkafawi	0	134	1.0			
2018-01-20	Virginia	4	6	H	2	Kuwait	125	History	Other History		Virginia Tech B	Mahdi Alkafawi	-5	87	0.696			
2018-01-20	Virginia	4	6	H	3	Rebecca Solnit	141	Literature	Miscellaneous Lit		Virginia Tech B	Alia Wilson	0	141	1.0			
2018-01-20	Virginia	4	6	H	4	Tibet	142	RMPSS	Mythology		Virginia Tech B	Alia Wilson	10	142	1.0	bounceback		
2018-01-20	Virginia	4	6	H	5	Wallace Stevens	151	Literature	Non-Epic Poetry		Virginia Tech B	Kevin Chen	0	151	1.0			
2018-01-20	Virginia	4	6	H	7	theaters	154	Arts	Painting/Sculpture		Virginia Tech B	Alia Wilson	0	154	1.0	bounceback		
2018-01-20	Virginia	4	6	H	10	superconducting critical temperature	125	Science	Physics		Virginia Tech B	Alia Wilson	0	125	1.0			
2018-01-20	Virginia	4	6	H	12	iron	133	Science	Chemistry		Virginia Tech B	Kevin Chen	10	116	0.872			
2018-01-20	Virginia	4	6	H	13	two violins	143	Arts	Music		Virginia Tech B	Alia Wilson	-5	94	0.657			
2018-01-20	Virginia	4	6	H	15	Middletown	146	RMPSS	Social Science		Virginia Tech B	Alia Wilson	0	146	1.0			
2018-01-20	Virginia	4	6	H	16	Bonus Army	138	History	US History		Virginia Tech B	Alia Wilson	10	99	0.717			
2018-01-20	Virginia	4	6	H	17	Major Barbara	151	Literature	Drama		Virginia Tech B	Kevin Chen	0	151	1.0			
2018-01-20	Virginia	4	6	H	18	Kenya	135	Other	Geography		Virginia Tech B	Alia Wilson	-5	69	0.511			
2018-01-20	Virginia	4	6	H	19	Nicolas Malebranche	148	RMPSS	Philosophy		Virginia Tech B	Mahdi Alkafawi	0	148	1.0			
2018-01-20	Virginia	4	6	H	20	monoclonal antibody	132	Science	Biology		Virginia Tech B	Alia Wilson	10	124	0.939			
2018-01-20	Virginia	4	7	D	1	Emmett Louis Till	149	Other	Other Academic		Liberty B	Parker Williams	10	149	1.0			
2018-01-20	Virginia	4	7	D	2	Charles Swann	148	Literature	Long Fiction		Liberty B	Miranda Boljat	10	148	1.0	bounceback-end		
2018-01-20	Virginia	4	7	D	4	egg cells	125	Science	Biology		Liberty B	Miranda Boljat	10	118	0.944			
2018-01-20	Virginia	4	7	D	6	Appalachian Spring	149	Arts	Music		Liberty B	Miranda Boljat	10	144	0.966			
2018-01-20	Virginia	4	7	D	8	Thomas Aquinas’s five proofs of the existence of God	135	RMPSS	Philosophy		Liberty B	Parker Williams	10	135	1.0			
2018-01-20	Virginia	4	7	D	9	Khmer Rouge	120	History	Other History		Liberty B	Parker Williams	10	120	1.0			
2018-01-20	Virginia	4	7	D	10	Lorentz transformations	117	Science	Physics		Liberty B	Nathan Cook	0	117	1.0			
2018-01-20	Virginia	4	7	D	15	cave	131	RMPSS	Religion		Liberty B	Nathan Cook	10	112	0.855			
2018-01-20	Virginia	4	7	D	16	murder	152	Literature	Miscellaneous Lit		Liberty B	Nathan Cook	10	152	1.0	bounceback		
2018-01-20	Virginia	4	7	D	17	Golden Fleece	150	RMPSS	Mythology		Liberty B	Miranda Boljat	10	131	0.873			
2018-01-20	Virginia	4	7	D	2	Charles Swann	148	Literature	Long Fiction		Maryland C	Rohan Laljani	0	148	1.0			
2018-01-20	Virginia	4	7	D	5	Portugal	129	History	Continental European History (post-600 CE)		Maryland C	Rohan Laljani	10	129	1.0			
2018-01-20	Virginia	4	7	D	7	An American Tragedy	159	Literature	Long Fiction		Maryland C	Rohan Laljani	10	143	0.899			
2018-01-20	Virginia	4	7	D	10	Lorentz transformations	117	Science	Physics		Maryland C	Rohan Laljani	0	117	1.0			
2018-01-20	Virginia	4	7	D	11	“Lycidas”	158	Literature	Non-Epic Poetry		Maryland C	Rohan Laljani	0	158	1.0			
2018-01-20	Virginia	4	7	D	12	Kingdom of Wessex	118	History	British, Canadian, Australian, New Zealand History		Maryland C	Rohan Laljani	10	113	0.958			
2018-01-20	Virginia	4	7	D	13	Winslow Homer	145	Arts	Painting/Sculpture		Maryland C	Rohan Laljani	10	96	0.662			
2018-01-20	Virginia	4	7	D	14	battery	147	Science	Chemistry		Maryland C	Rohan Laljani	10	132	0.898			
2018-01-20	Virginia	4	7	D	16	murder	152	Literature	Miscellaneous Lit		Maryland C	Rohan Laljani	-5	122	0.803			
2018-01-20	Virginia	4	7	D	18	United States–Mexico Border	137	RMPSS	Social Science		Maryland C	Rohan Laljani	10	137	1.0			
2018-01-20	Virginia	4	7	D	20	Howe	139	History	US History		Maryland C	Rohan Laljani	10	129	0.928			
2018-01-20	Virginia	4	8	E	1	The Barber of Seville	139	Arts	Other Art	Opera	Virginia Tech A	Eric Chang	10	41	0.295			
2018-01-20	Virginia	4	8	E	3	Marduk	139	RMPSS	Mythology		Virginia Tech A	Eric Chang	10	121	0.871			
2018-01-20	Virginia	4	8	E	4	Riemann hypothesis	142	Science	Other Science	Math	Virginia Tech A	Jack Huguenin	10	119	0.838			
2018-01-20	Virginia	4	8	E	5	valediction	167	Literature	Non-Epic Poetry		Virginia Tech A	Eric Chang	10	167	1.0			
2018-01-20	Virginia	4	8	E	6	Ghent Altarpiece	135	Arts	Painting/Sculpture		Virginia Tech A	Eric Chang	10	135	1.0			
2018-01-20	Virginia	4	8	E	7	Germany	140	History	Historiography and Archaeology		Virginia Tech A	Jack Huguenin	10	130	0.929			
2018-01-20	Virginia	4	8	E	8	electron transport chain	140	Science	Biology		Virginia Tech A	Sarita Hough	10	140	1.0	bounceback		
2018-01-20	Virginia	4	8	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		Virginia Tech A	Sarita Hough	-5	106	0.828			
2018-01-20	Virginia	4	8	E	10	Moby Dick	145	Literature	Long Fiction		Virginia Tech A	Sarita Hough	10	141	0.972			
2018-01-20	Virginia	4	8	E	11	electric potential	136	Science	Physics		Virginia Tech A	Jack Huguenin	10	108	0.794			
2018-01-20	Virginia	4	8	E	13	Guy de Maupassant	154	Literature	Short Fiction		Virginia Tech A	Eric Chang	10	140	0.909			
2018-01-20	Virginia	4	8	E	14	money supply	123	RMPSS	Social Science		Virginia Tech A	Jack Huguenin	-5	112	0.911			
2018-01-20	Virginia	4	8	E	15	Felix Mendelssohn	144	Arts	Music		Virginia Tech A	Eric Chang	10	144	1.0			
2018-01-20	Virginia	4	8	E	16	cyclohexane	126	Science	Chemistry		Virginia Tech A	Sarita Hough	10	108	0.857			
2018-01-20	Virginia	4	8	E	18	the Sun	129	RMPSS	Religion		Virginia Tech A	Sarita Hough	10	61	0.473			
2018-01-20	Virginia	4	8	E	19	Oscar Wilde	150	Literature	Miscellaneous Lit		Virginia Tech A	Eric Chang	10	134	0.893			
2018-01-20	Virginia	4	8	E	20	Socrates	147	RMPSS	Philosophy		Virginia Tech A	Eric Chang	10	142	0.966			
2018-01-20	Virginia	4	8	E	2	seed vaults	130	Other	Geography		Virginia Tech B	Kevin Chen	10	126	0.969			
2018-01-20	Virginia	4	8	E	8	electron transport chain	140	Science	Biology		Virginia Tech B	Kevin Chen	-5	102	0.729			
2018-01-20	Virginia	4	8	E	9	outbreaks of bubonic plague	128	History	Continental European History (post-600 CE)		Virginia Tech B	Alia Wilson	10	128	1.0	bounceback		
2018-01-20	Virginia	4	8	E	12	United States Department of Agriculture	138	History	US History		Virginia Tech B	Alia Wilson	10	138	1.0			
2018-01-20	Virginia	4	8	E	14	money supply	123	RMPSS	Social Science		Virginia Tech B	Alia Wilson	10	123	1.0	bounceback		
2018-01-20	Virginia	4	8	E	17	Mongols	157	History	Other History		Virginia Tech B	Mahdi Alkafawi	10	141	0.898			
2018-01-20	Virginia	4	9	F	1	price discrimination	126	RMPSS	Social Science		Virginia Tech A	Jack Huguenin	-5	123	0.976			
2018-01-20	Virginia	4	9	F	3	Anne Sexton	146	Literature	Non-Epic Poetry		Virginia Tech A	Eric Chang	0	146	1.0			
2018-01-20	Virginia	4	9	F	4	dopamine	123	Science	Biology		Virginia Tech A	Jack Huguenin	10	123	1.0	bounceback		
2018-01-20	Virginia	4	9	F	5	Three Kingdoms period	141	History	Other History		Virginia Tech A	Jack Huguenin	-5	114	0.809			
2018-01-20	Virginia	4	9	F	7	Polynices	142	RMPSS	Mythology		Virginia Tech A	Eric Chang	0	142	1.0			
2018-01-20	Virginia	4	9	F	8	Yasunari Kawabata	161	Literature	Long Fiction		Virginia Tech A	Jack Huguenin	10	91	0.565			
2018-01-20	Virginia	4	9	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		Virginia Tech A	Nolan McGrady	10	131	1.0			
2018-01-20	Virginia	4	9	F	11	asbestos	136	Other	Other Academic		Virginia Tech A	Sarita Hough	10	107	0.787			
2018-01-20	Virginia	4	9	F	12	Abraham Lincoln	131	History	US History		Virginia Tech A	Sarita Hough	10	108	0.824			
2018-01-20	Virginia	4	9	F	13	inversion symmetry	129	Science	Chemistry		Virginia Tech A	Sarita Hough	10	129	1.0			
2018-01-20	Virginia	4	9	F	15	two	130	Science	Physics		Virginia Tech A	Sarita Hough	10	130	1.0			
2018-01-20	Virginia	4	9	F	16	Bedřich Smetana	157	Arts	Music		Virginia Tech A	Eric Chang	-5	136	0.866			
2018-01-20	Virginia	4	9	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		Virginia Tech A	Sarita Hough	0	140	1.0			
2018-01-20	Virginia	4	9	F	19	The Concept of Mind	140	RMPSS	Philosophy		Virginia Tech A	Jack Huguenin	0	140	1.0			
2018-01-20	Virginia	4	9	F	1	price discrimination	126	RMPSS	Social Science		Liberty B	Nathan Cook	0	126	1.0	bounceback		
2018-01-20	Virginia	4	9	F	2	St. Paul’s Cathedral	124	Arts	Other Art	Architecture	Liberty B	Miranda Boljat	10	119	0.96			
2018-01-20	Virginia	4	9	F	4	dopamine	123	Science	Biology		Liberty B	Parker Williams	-5	25	0.203			
2018-01-20	Virginia	4	9	F	6	odalisques	131	Arts	Painting/Sculpture		Liberty B	Luke Hancock	10	128	0.977			
2018-01-20	Virginia	4	9	F	7	Polynices	142	RMPSS	Mythology		Liberty B	Nathan Cook	0	142	1.0			
2018-01-20	Virginia	4	9	F	9	sand dunes	140	Science	Other Science	Earth Science	Liberty B	Nathan Cook	10	59	0.421			
2018-01-20	Virginia	4	9	F	14	Pauline epistles	155	RMPSS	Religion		Liberty B	Parker Williams	10	115	0.742			
2018-01-20	Virginia	4	9	F	16	Bedřich Smetana	157	Arts	Music		Liberty B	Miranda Boljat	0	157	1.0	bounceback		
2018-01-20	Virginia	4	9	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		Liberty B	Nathan Cook	10	140	1.0	bounceback-end		
2018-01-20	Virginia	4	9	F	18	Nineteen Eighty-Four	158	Literature	Long Fiction		Liberty B	Luke Hancock	10	29	0.184			
2018-01-20	Virginia	4	9	F	20	China	139	Literature	Short Fiction		Liberty B	Nathan Cook	10	139	1.0			
2018-01-20	Virginia	4	10	G	1	Kingdom of Spain	161	Arts	Other Art	Film	Virginia Tech A	Jack Huguenin	10	161	1.0			
2018-01-20	Virginia	4	10	G	2	Baltic Sea	145	History	Continental European History (post-600 CE)		Virginia Tech A	Sarita Hough	10	129	0.89			
2018-01-20	Virginia	4	10	G	3	Honduras	114	Other	Current Events		Virginia Tech A	Jack Huguenin	10	114	1.0	bounceback-end		
2018-01-20	Virginia	4	10	G	4	equilibrium constant	144	Science	Chemistry		Virginia Tech A	Sarita Hough	10	133	0.924			
2018-01-20	Virginia	4	10	G	5	Miss Julie	136	Literature	Drama		Virginia Tech A	Jack Huguenin	10	124	0.912			
2018-01-20	Virginia	4	10	G	6	Million Man March	131	History	US History		Virginia Tech A	Jack Huguenin	0	131	1.0			
2018-01-20	Virginia	4	10	G	8	Duino Elegies	157	Literature	Non-Epic Poetry		Virginia Tech A	Eric Chang	10	139	0.885			
2018-01-20	Virginia	4	10	G	9	Hannah Arendt	142	RMPSS	Philosophy		Virginia Tech A	Jack Huguenin	10	134	0.944			
2018-01-20	Virginia	4	10	G	10	Delft	149	Arts	Painting/Sculpture		Virginia Tech A	Eric Chang	10	149	1.0			
2018-01-20	Virginia	4	10	G	12	martyrs	135	RMPSS	Religion		Virginia Tech A	Sarita Hough	10	116	0.859			
2018-01-20	Virginia	4	10	G	13	promoters	113	Science	Biology		Virginia Tech A	Jack Huguenin	0	113	1.0			
2018-01-20	Virginia	4	10	G	14	Charles Ives	128	Arts	Music		Virginia Tech A	Eric Chang	10	122	0.953			
2018-01-20	Virginia	4	10	G	18	the sea	141	RMPSS	Mythology		Virginia Tech A	Eric Chang	10	106	0.752			
2018-01-20	Virginia	4	10	G	19	Ian McEwan	162	Literature	Long Fiction		Virginia Tech A	Jack Huguenin	0	162	1.0			
2018-01-20	Virginia	4	10	G	20	lasers	142	Science	Physics		Virginia Tech A	Jack Huguenin	10	142	1.0			
2018-01-20	Virginia	4	10	G	3	Honduras	114	Other	Current Events		Georgetown B	Kyle Wang	0	114	1.0			
2018-01-20	Virginia	4	10	G	6	Million Man March	131	History	US History		Georgetown B	Kyle Wang	0	131	1.0			
2018-01-20	Virginia	4	10	G	7	number sign	140	Science	Other Science	Computer Science	Georgetown B	Kyle Wang	10	140	1.0			
2018-01-20	Virginia	4	10	G	11	American Revolution	133	History	Historiography and Archaeology		Georgetown B	Kyle Wang	10	122	0.917			
2018-01-20	Virginia	4	10	G	15	A Christmas Carol	151	Literature	Short Fiction		Georgetown B	Kyle Wang	10	100	0.662			
2018-01-20	Virginia	4	10	G	16	population control	133	History	Other History		Georgetown B	Kyle Wang	10	123	0.925			
2018-01-20	Virginia	4	10	G	17	third	136	RMPSS	Social Science		Georgetown B	Kyle Wang	10	125	0.919			
2018-01-20	Virginia	4	11	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		Virginia Tech A	Sarita Hough	0	141	1.0			
2018-01-20	Virginia	4	11	I	2	dictionary	143	Literature	Long Fiction		Virginia Tech A	Sarita Hough	10	114	0.797			
2018-01-20	Virginia	4	11	I	5	Punch	149	Arts	Other Art	Other Visual	Virginia Tech A	Sarita Hough	10	139	0.933			
2018-01-20	Virginia	4	11	I	6	Western novels	154	Literature	Long Fiction		Virginia Tech A	Sarita Hough	10	148	0.961			
2018-01-20	Virginia	4	11	I	7	dinitrogen	139	Science	Chemistry		Virginia Tech A	Sarita Hough	10	139	1.0			
2018-01-20	Virginia	4	11	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Virginia Tech A	Sarita Hough	0	139	1.0			
2018-01-20	Virginia	4	11	I	10	decolonization	149	RMPSS	Philosophy		Virginia Tech A	Jack Huguenin	10	149	1.0			
2018-01-20	Virginia	4	11	I	11	Saki	148	Literature	Short Fiction		Virginia Tech A	Jack Huguenin	10	113	0.764			
2018-01-20	Virginia	4	11	I	12	Niagara Falls	126	History	US History		Virginia Tech A	Eric Chang	10	116	0.921			
2018-01-20	Virginia	4	11	I	15	Bashō’s frog haiku	152	Literature	Non-Epic Poetry		Virginia Tech A	Eric Chang	10	150	0.987			
2018-01-20	Virginia	4	11	I	16	tidal forces	134	Science	Other Science	Astronomy	Virginia Tech A	Sarita Hough	10	80	0.597			
2018-01-20	Virginia	4	11	I	17	combs	144	RMPSS	Mythology		Virginia Tech A	Eric Chang	-5	128	0.889			
2018-01-20	Virginia	4	11	I	18	Senegal River	139	History	Other History		Virginia Tech A	Eric Chang	0					
2018-01-20	Virginia	4	11	I	19	Paul Cézanne	155	Arts	Painting/Sculpture		Virginia Tech A	Jack Huguenin	10	117	0.755			
2018-01-20	Virginia	4	11	I	20	Clifford Geertz	136	RMPSS	Social Science		Virginia Tech A	Eric Chang	0	136	1.0			
2018-01-20	Virginia	4	11	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		Maryland C	Rohan Laljani	0	141	1.0			
2018-01-20	Virginia	4	11	I	3	quantum fields	141	Science	Physics		Maryland C	Rohan Laljani	10	141	1.0			
2018-01-20	Virginia	4	11	I	4	Australia	145	Other	Current Events		Maryland C	Rohan Laljani	10	106	0.731			
2018-01-20	Virginia	4	11	I	8	Ludwig van Beethoven	142	Arts	Music		Maryland C	Jonathan Moore	10	142	1.0			
2018-01-20	Virginia	4	11	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Maryland C	Rohan Laljani	0	139	1.0			
2018-01-20	Virginia	4	11	I	13	arthropods	132	Science	Biology		Maryland C	Jonathan Moore	10	121	0.917			
2018-01-20	Virginia	4	11	I	14	Pythagorean school	112	RMPSS	Religion		Maryland C	Rohan Laljani	10	88	0.786			
2018-01-20	Virginia	4	11	I	17	combs	144	RMPSS	Mythology		Maryland C	Rohan Laljani	10	144	1.0	bounceback		
2018-01-20	Virginia	4	11	I	20	Clifford Geertz	136	RMPSS	Social Science		Maryland C	Rohan Laljani	0	136	1.0			
2018-01-20	Virginia	5	1	A	1	Morgan Le Fay	148	RMPSS	Mythology		Maryland A	Weijia Cheng	10	148	1.0			
2018-01-20	Virginia	5	1	A	2	ships	128	History	Historiography and Archaeology		Maryland A	Weijia Cheng	10	77	0.602			
2018-01-20	Virginia	5	1	A	3	herpes simplex virus	136	Science	Biology		Maryland A	Graham Reid	10	119	0.875			
2018-01-20	Virginia	5	1	A	4	Jorge Luis Borges	161	Literature	Short Fiction		Maryland A	Justin Hawkins	10	130	0.807			
2018-01-20	Virginia	5	1	A	5	bassoon	139	Arts	Music		Maryland A	John Nolan	10	131	0.942			
2018-01-20	Virginia	5	1	A	6	index	151	Science	Other Science	Math	Maryland A	John Nolan	-5	95	0.629			
2018-01-20	Virginia	5	1	A	7	nocturnes by James Abbott McNeill Whistler	150	Arts	Painting/Sculpture		Maryland A	Graham Reid	10	103	0.687			
2018-01-20	Virginia	5	1	A	8	Unite the Right rally	145	Other	Current Events		Maryland A	Weijia Cheng	10	33	0.228			
2018-01-20	Virginia	5	1	A	9	North Carolina	128	History	US History		Maryland A	Weijia Cheng	10	71	0.555			
2018-01-20	Virginia	5	1	A	10	Harold Pinter	166	Literature	Drama		Maryland A	Justin Hawkins	10	123	0.741			
2018-01-20	Virginia	5	1	A	11	science	124	RMPSS	Social Science		Maryland A	Graham Reid	10	97	0.782			
2018-01-20	Virginia	5	1	A	12	fly	156	Literature	Non-Epic Poetry		Maryland A	Justin Hawkins	10	153	0.981	bounceback		
2018-01-20	Virginia	5	1	A	13	luck	131	RMPSS	Philosophy		Maryland A	Justin Hawkins	10	68	0.519			
2018-01-20	Virginia	5	1	A	14	energy	122	Science	Physics		Maryland A	Graham Reid	10	87	0.713			
2018-01-20	Virginia	5	1	A	15	Japan	149	Literature	Long Fiction		Maryland A	John Nolan	10	53	0.356			
2018-01-20	Virginia	5	1	A	16	matches	134	History	Continental European History (post-600 CE)		Maryland A	Weijia Cheng	10	95	0.709			
2018-01-20	Virginia	5	1	A	18	catalysts	140	Science	Chemistry		Maryland A	Graham Reid	10	38	0.271			
2018-01-20	Virginia	5	1	A	19	Theravada Buddhism	130	RMPSS	Religion		Maryland A	Weijia Cheng	10	17	0.131			
2018-01-20	Virginia	5	1	A	20	Idi Amin Dada	120	History	Other History		Maryland A	Weijia Cheng	10	102	0.85			
2018-01-20	Virginia	5	1	A	12	fly	156	Literature	Non-Epic Poetry		Liberty B	Nathan Cook	-5	51	0.327			
2018-01-20	Virginia	5	1	A	17	Cuba	132	Arts	Other Art	Jazz	Liberty B	Nathan Cook	10	113	0.856			
2018-01-20	Virginia	5	2	B	1	Vitamin D	126	Science	Biology		Maryland C	Rohan Laljani	10	126	1.0	bounceback		
2018-01-20	Virginia	5	2	B	2	Walden	143	Literature	Miscellaneous Lit		Maryland C	Rohan Laljani	10	119	0.832			
2018-01-20	Virginia	5	2	B	5	flutes	123	Arts	Other Art	Other Music	Maryland C	Rohan Laljani	10	41	0.333			
2018-01-20	Virginia	5	2	B	10	endings	165	Literature	Long Fiction		Maryland C	Rohan Laljani	10	119	0.721			
2018-01-20	Virginia	5	2	B	19	tombs	142	Arts	Painting/Sculpture		Maryland C	Rohan Laljani	-5	117	0.824			
2018-01-20	Virginia	5	2	B	1	Vitamin D	126	Science	Biology		NC State	Jonathan Grubbs	-5	100	0.794			
2018-01-20	Virginia	5	2	B	3	Boreas	137	RMPSS	Mythology		NC State	Rohan Krishnamoorthy	10	136	0.993			
2018-01-20	Virginia	5	2	B	4	The Great Game	154	History	British, Canadian, Australian, New Zealand History		NC State	Jonathan Grubbs	-5	135	0.877			
2018-01-20	Virginia	5	2	B	6	Frederick the Great	143	History	Continental European History (post-600 CE)		NC State	Rohan Krishnamoorthy	10	73	0.51			
2018-01-20	Virginia	5	2	B	8	India	139	Other	Geography		NC State	Rohan Krishnamoorthy	10	74	0.532			
2018-01-20	Virginia	5	2	B	9	thermoclines	133	Science	Other Science	Earth Science	NC State	Jonathan Grubbs	10	133	1.0			
2018-01-20	Virginia	5	2	B	11	al-Ghazali	140	RMPSS	Philosophy		NC State	Ziad Ali	10	140	1.0			
2018-01-20	Virginia	5	2	B	12	Armenians	145	History	US History		NC State	Ziad Ali	-5	62	0.428			
2018-01-20	Virginia	5	2	B	13	velocity	141	Science	Chemistry		NC State	Jared Taylor	10	80	0.567			
2018-01-20	Virginia	5	2	B	14	the creation of the world	148	Arts	Music		NC State	Jared Taylor	10	147	0.993			
2018-01-20	Virginia	5	2	B	15	Samuel Beckett	148	Literature	Drama		NC State	Ziad Ali	10	126	0.851			
2018-01-20	Virginia	5	2	B	16	Victor Hugo	146	Literature	Non-Epic Poetry		NC State	Ziad Ali	10	118	0.808			
2018-01-20	Virginia	5	2	B	17	Fiji	116	History	Other History		NC State	Pratham Chhabria	-5	85	0.733			
2018-01-20	Virginia	5	2	B	18	Kabbalah	137	RMPSS	Religion		NC State	Pratham Chhabria	10	137	1.0			
2018-01-20	Virginia	5	2	B	19	tombs	142	Arts	Painting/Sculpture		NC State	Ziad Ali	10			bounceback		
2018-01-20	Virginia	5	2	B	20	mass	138	Science	Physics		NC State	Jared Taylor	10	104	0.754			
2018-01-20	Virginia	5	3	J	3	David Hume	143	RMPSS	Philosophy		Georgetown B	Kyle Wang	10	143	1.0	bounceback		
2018-01-20	Virginia	5	3	J	8	Islam	133	RMPSS	Religion		Georgetown B	Kyle Wang	10	86	0.647			
2018-01-20	Virginia	5	3	J	11	Sri Lanka	126	History	Other History		Georgetown B	Kyle Wang	10	126	1.0	bounceback		
