question_set_edition	tournament	room	round	packet	tossup	answer	words	category	subcategory	subsubcategory	team	player	buzz_value	buzz_location	buzz_location_pct	bounceback	answer_given	protested
2018-01-20	UCSD	5	2	D	15	cave	131	RMPSS	Religion		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	2	D	17	Golden Fleece	150	RMPSS	Mythology		UC Los Angeles	Hidehiro A. (UG)	-5					
2018-01-20	UCSD	5	2	D	18	United States–Mexico Border	137	RMPSS	Social Science		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	2	D	19	Markov chains	132	Science	Other Science	Math	UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	2	D	20	Howe	139	History	US History		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	3	A	1	Morgan Le Fay	148	RMPSS	Mythology		University of Oregon	Daniel H.	10			bounceback		
2018-01-20	UCSD	5	3	A	3	herpes simplex virus	136	Science	Biology		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	4	Jorge Luis Borges	161	Literature	Short Fiction		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	6	index	151	Science	Other Science	Math	University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	7	nocturnes by James Abbott McNeill Whistler	150	Arts	Painting/Sculpture		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	8	Unite the Right rally	145	Other	Current Events		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	9	North Carolina	128	History	US History		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	10	Harold Pinter	166	Literature	Drama		University of Oregon	Daniel H.	0					
2018-01-20	UCSD	5	3	A	11	science	124	RMPSS	Social Science		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	12	fly	156	Literature	Non-Epic Poetry		University of Oregon	Daniel H.	10			bounceback		
2018-01-20	UCSD	5	3	A	13	luck	131	RMPSS	Philosophy		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	14	energy	122	Science	Physics		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	15	Japan	149	Literature	Long Fiction		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	3	A	19	Theravada Buddhism	130	RMPSS	Religion		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	20	Idi Amin Dada	120	History	Other History		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	3	A	1	Morgan Le Fay	148	RMPSS	Mythology		University of Washington	Rose S. (UG)	-5					
2018-01-20	UCSD	5	3	A	2	ships	128	History	Historiography and Archaeology		University of Washington	Andrew K.	10					
2018-01-20	UCSD	5	3	A	5	bassoon	139	Arts	Music		University of Washington	Andrew K.	10					
2018-01-20	UCSD	5	3	A	10	Harold Pinter	166	Literature	Drama		University of Washington	Shine S. (UG)	0					
2018-01-20	UCSD	5	3	A	12	fly	156	Literature	Non-Epic Poetry		University of Washington	Shine S. (UG)	-5					
2018-01-20	UCSD	5	3	A	15	Japan	149	Literature	Long Fiction		University of Washington	Shine S. (UG)	10			bounceback		
2018-01-20	UCSD	5	3	A	16	matches	134	History	Continental European History (post-600 CE)		University of Washington	Shine S. (UG)	10					
2018-01-20	UCSD	5	3	A	17	Cuba	132	Arts	Other Art	Jazz	University of Washington	Andrew K.	10					
2018-01-20	UCSD	5	3	A	18	catalysts	140	Science	Chemistry		University of Washington	Thomas K. (UG)	10					
2018-01-20	UCSD	5	4	B	1	Vitamin D	126	Science	Biology		UC San Diego A	Jonathan L. (UG)	10					
2018-01-20	UCSD	5	4	B	2	Walden	143	Literature	Miscellaneous Lit		UC San Diego A	Nicholas B. (D2)	10					
2018-01-20	UCSD	5	4	B	3	Boreas	137	RMPSS	Mythology		UC San Diego A	Jason C.	-5					
2018-01-20	UCSD	5	4	B	4	The Great Game	154	History	British, Canadian, Australian, New Zealand History		UC San Diego A	Nicholas B. (D2)	0					
2018-01-20	UCSD	5	4	B	5	flutes	123	Arts	Other Art	Other Music	UC San Diego A	Parikshit C. (UG)	-5					
2018-01-20	UCSD	5	4	B	6	Frederick the Great	143	History	Continental European History (post-600 CE)		UC San Diego A	Nicholas B. (D2)	10					
2018-01-20	UCSD	5	4	B	7	Posner	146	RMPSS	Social Science		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	4	B	8	India	139	Other	Geography		UC San Diego A	Nicholas B. (D2)	10					
2018-01-20	UCSD	5	4	B	9	thermoclines	133	Science	Other Science	Earth Science	UC San Diego A	Jonathan L. (UG)	-5					
2018-01-20	UCSD	5	4	B	10	endings	165	Literature	Long Fiction		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	4	B	11	al-Ghazali	140	RMPSS	Philosophy		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	4	B	12	Armenians	145	History	US History		UC San Diego A	Jason C.	-5					
2018-01-20	UCSD	5	4	B	13	velocity	141	Science	Chemistry		UC San Diego A	Jonathan L. (UG)	10					
2018-01-20	UCSD	5	4	B	14	the creation of the world	148	Arts	Music		UC San Diego A	Nicholas B. (D2)	10					
2018-01-20	UCSD	5	4	B	15	Samuel Beckett	148	Literature	Drama		UC San Diego A	Parikshit C. (UG)	10					
2018-01-20	UCSD	5	4	B	16	Victor Hugo	146	Literature	Non-Epic Poetry		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	4	B	17	Fiji	116	History	Other History		UC San Diego A	Nicholas B. (D2)	-5					
2018-01-20	UCSD	5	4	B	18	Kabbalah	137	RMPSS	Religion		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	4	B	19	tombs	142	Arts	Painting/Sculpture		UC San Diego A	Parikshit C. (UG)	10					
2018-01-20	UCSD	5	4	B	20	mass	138	Science	Physics		UC San Diego A	Nicholas B. (D2)	10					
2018-01-20	UCSD	5	4	B	3	Boreas	137	RMPSS	Mythology		UC Davis	Joseph M. (UG)	0			bounceback		
2018-01-20	UCSD	5	4	B	4	The Great Game	154	History	British, Canadian, Australian, New Zealand History		UC Davis	Joseph M. (UG)	0					
2018-01-20	UCSD	5	4	B	5	flutes	123	Arts	Other Art	Other Music	UC Davis	Sam H. 	10			bounceback		
2018-01-20	UCSD	5	4	B	12	Armenians	145	History	US History		UC Davis	Joseph M. (UG)	10			bounceback		
2018-01-20	UCSD	5	4	B	17	Fiji	116	History	Other History		UC Davis	Sam H. 	10			bounceback		
2018-01-20	UCSD	5	5	L	1	Santiago	155	Other	Geography		Stanford	Keoni R. (D2)	10					
2018-01-20	UCSD	5	5	L	2	Hector Berlioz	133	Arts	Music		Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	3	Water Margin	150	Literature	Long Fiction		Stanford	Ali S. (D2)	-5					
2018-01-20	UCSD	5	5	L	4	spin	134	Science	Physics		Stanford	Ali S. (D2)	10					
2018-01-20	UCSD	5	5	L	5	hegemony	124	RMPSS	Social Science		Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	6	Mausoleum of Qin Shi Huangdi	138	History	Historiography and Archaeology		Stanford	Keoni R. (D2)	10			bounceback		
2018-01-20	UCSD	5	5	L	7	Horace	159	Literature	Non-Epic Poetry		Stanford	Keoni R. (D2)	10					
2018-01-20	UCSD	5	5	L	8	pharaoh	155	Arts	Other Art	Other Music	Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	9	call stack	126	Science	Other Science	Computer Science	Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	11	light	144	RMPSS	Religion		Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	12	esters	109	Science	Chemistry		Stanford	Ashwin R. (D2)	10					
2018-01-20	UCSD	5	5	L	15	Greek independence	122	History	Continental European History (post-600 CE)		Stanford	Keoni R. (D2)	10					
2018-01-20	UCSD	5	5	L	16	Charles Sanders Peirce	125	RMPSS	Philosophy		Stanford	Ashwin R. (D2)	-5					
2018-01-20	UCSD	5	5	L	17	Billiards at Half-Past Nine	144	Literature	Long Fiction		Stanford	Ali S. (D2)	-5					
2018-01-20	UCSD	5	5	L	20	cornea	138	Science	Biology		Stanford	Ashwin R. (D2)	10			bounceback		
2018-01-20	UCSD	5	5	L	3	Water Margin	150	Literature	Long Fiction		University of Washington	Alex V. (UG)	10			bounceback		
2018-01-20	UCSD	5	5	L	6	Mausoleum of Qin Shi Huangdi	138	History	Historiography and Archaeology		University of Washington	Alex V. (UG)	-5					
2018-01-20	UCSD	5	5	L	10	protesting the Vietnam War	149	History	US History		University of Washington	Andrew K.	10					
2018-01-20	UCSD	5	5	L	13	First Folio	144	Literature	Miscellaneous Lit		University of Washington	Alex V. (UG)	10					
2018-01-20	UCSD	5	5	L	14	Tyr	150	RMPSS	Mythology		University of Washington	Alex V. (UG)	10					
2018-01-20	UCSD	5	5	L	16	Charles Sanders Peirce	125	RMPSS	Philosophy		University of Washington	Alex V. (UG)	0			bounceback		
2018-01-20	UCSD	5	5	L	17	Billiards at Half-Past Nine	144	Literature	Long Fiction		University of Washington	Alex V. (UG)	0			bounceback		
2018-01-20	UCSD	5	5	L	18	California	149	Arts	Painting/Sculpture		University of Washington	Andrew K.	10					
2018-01-20	UCSD	5	5	L	19	Caribs	133	History	Other History		University of Washington	Alex V. (UG)	10					
2018-01-20	UCSD	5	5	L	20	cornea	138	Science	Biology		University of Washington	Andrew K.	-5					
2018-01-20	UCSD	5	6	K	1	masculinity	147	RMPSS	Social Science		UC San Diego A	Nicholas B. (D2)	-5					
2018-01-20	UCSD	5	6	K	2	Gaetano Donizetti	154	Arts	Other Art	Opera	UC San Diego A	Jason C.	-5					
2018-01-20	UCSD	5	6	K	3	Helen of Troy	161	Literature	Drama		UC San Diego A	Jason C.	-5					
2018-01-20	UCSD	5	6	K	4	shōgun	140	History	Other History		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	6	Fascism in the UK	144	History	British, Canadian, Australian, New Zealand History		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	8	James Comey	130	Other	Current Events		UC San Diego A	Jonathan L. (UG)	-5					
2018-01-20	UCSD	5	6	K	9	photons	135	Science	Physics		UC San Diego A	Jonathan L. (UG)	10					
2018-01-20	UCSD	5	6	K	10	Graham Greene	154	Literature	Long Fiction		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	12	Hinduism	142	RMPSS	Religion		UC San Diego A	Parikshit C. (UG)	-5					
2018-01-20	UCSD	5	6	K	14	Percy Shelley	150	Literature	Non-Epic Poetry		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	16	Stephen Crane	156	Literature	Short Fiction		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	17	uranium	133	Science	Chemistry		UC San Diego A	Jonathan L. (UG)	10					
2018-01-20	UCSD	5	6	K	19	Jean-Paul Sartre	127	RMPSS	Philosophy		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	20	tumors	133	Science	Biology		UC San Diego A	Jason C.	10					
2018-01-20	UCSD	5	6	K	1	masculinity	147	RMPSS	Social Science		UC San Diego B	Brandon B. (D2)	10			bounceback		
2018-01-20	UCSD	5	6	K	2	Gaetano Donizetti	154	Arts	Other Art	Opera	UC San Diego B	Robin H.	10			bounceback		
2018-01-20	UCSD	5	6	K	3	Helen of Troy	161	Literature	Drama		UC San Diego B	Arianne C. (D2)	10			bounceback		
2018-01-20	UCSD	5	6	K	5	honey	135	RMPSS	Mythology		UC San Diego B	Arianne C. (D2)	10					
2018-01-20	UCSD	5	6	K	7	characteristic	145	Science	Other Science	Math	UC San Diego B	Robin H.	10					
2018-01-20	UCSD	5	6	K	8	James Comey	130	Other	Current Events		UC San Diego B	Brandon B. (D2)	10			bounceback		
2018-01-20	UCSD	5	6	K	11	Egypt	136	History	Continental European History (post-600 CE)		UC San Diego B	Arianne C. (D2)	10					
2018-01-20	UCSD	5	6	K	12	Hinduism	142	RMPSS	Religion		UC San Diego B	Brandon B. (D2)	10			bounceback		
2018-01-20	UCSD	5	6	K	13	Spanish Civil War	126	Arts	Painting/Sculpture		UC San Diego B	Arianne C. (D2)	10					
2018-01-20	UCSD	5	6	K	15	timpani	120	Arts	Music		UC San Diego B	Robin H.	10					
2018-01-20	UCSD	5	6	K	18	sinking of the USS Maine	144	History	US History		UC San Diego B	Nolan D.	10					
2018-01-20	UCSD	5	7	F	2	St. Paul’s Cathedral	124	Arts	Other Art	Architecture	Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	7	F	3	Anne Sexton	146	Literature	Non-Epic Poetry		Caltech	Amol P. (D2)	-5					
2018-01-20	UCSD	5	7	F	4	dopamine	123	Science	Biology		Caltech	Ishan M. (UG)	10					
2018-01-20	UCSD	5	7	F	6	odalisques	131	Arts	Painting/Sculpture		Caltech	Henry B. (UG)	10			bounceback		
2018-01-20	UCSD	5	7	F	7	Polynices	142	RMPSS	Mythology		Caltech	Henry B. (UG)	0					
2018-01-20	UCSD	5	7	F	8	Yasunari Kawabata	161	Literature	Long Fiction		Caltech	Henry B. (UG)	10			bounceback		
2018-01-20	UCSD	5	7	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		Caltech	Nathaniel S. (D2)	10			bounceback		
2018-01-20	UCSD	5	7	F	11	asbestos	136	Other	Other Academic		Caltech	Nathaniel S. (D2)	10					
2018-01-20	UCSD	5	7	F	12	Abraham Lincoln	131	History	US History		Caltech	Nathaniel S. (D2)	10					
2018-01-20	UCSD	5	7	F	13	inversion symmetry	129	Science	Chemistry		Caltech	Nathaniel S. (D2)	10					
2018-01-20	UCSD	5	7	F	14	Pauline epistles	155	RMPSS	Religion		Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	7	F	15	two	130	Science	Physics		Caltech	Ishan M. (UG)	10			bounceback		
2018-01-20	UCSD	5	7	F	16	Bedřich Smetana	157	Arts	Music		Caltech	Amol P. (D2)	10					
2018-01-20	UCSD	5	7	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		Caltech	Nathaniel S. (D2)	10			bounceback		
2018-01-20	UCSD	5	7	F	18	Nineteen Eighty-Four	158	Literature	Long Fiction		Caltech	Amol P. (D2)	10					
2018-01-20	UCSD	5	7	F	19	The Concept of Mind	140	RMPSS	Philosophy		Caltech	Henry B. (UG)	0			bounceback		
2018-01-20	UCSD	5	7	F	1	price discrimination	126	RMPSS	Social Science		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	7	F	3	Anne Sexton	146	Literature	Non-Epic Poetry		University of Oregon	Daniel H.	10			bounceback		
2018-01-20	UCSD	5	7	F	5	Three Kingdoms period	141	History	Other History		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	7	F	6	odalisques	131	Arts	Painting/Sculpture		University of Oregon	Daniel H.	-5				harem woman	True
2018-01-20	UCSD	5	7	F	7	Polynices	142	RMPSS	Mythology		University of Oregon	Daniel H.	0					
2018-01-20	UCSD	5	7	F	8	Yasunari Kawabata	161	Literature	Long Fiction		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	7	F	9	sand dunes	140	Science	Other Science	Earth Science	University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	7	F	10	Tudor dynasty	131	History	British, Canadian, Australian, New Zealand History		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	7	F	15	two	130	Science	Physics		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	7	F	17	Catherine de Medici	140	History	Continental European History (post-600 CE)		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	7	F	19	The Concept of Mind	140	RMPSS	Philosophy		University of Oregon	Daniel H.	-5					
2018-01-20	UCSD	5	7	F	20	China	139	Literature	Short Fiction		University of Oregon	Daniel H.	10					
2018-01-20	UCSD	5	8	I	2	dictionary	143	Literature	Long Fiction		Berkeley B	Rahul K. (D2)	10					
2018-01-20	UCSD	5	8	I	3	quantum fields	141	Science	Physics		Berkeley B	Pranav S. (D2)	-5					
2018-01-20	UCSD	5	8	I	4	Australia	145	Other	Current Events		Berkeley B	Rohin D. (D2)	10					
2018-01-20	UCSD	5	8	I	5	Punch	149	Arts	Other Art	Other Visual	Berkeley B	Pranav S. (D2)	10					
2018-01-20	UCSD	5	8	I	6	Western novels	154	Literature	Long Fiction		Berkeley B	Michael C.	10					
2018-01-20	UCSD	5	8	I	7	dinitrogen	139	Science	Chemistry		Berkeley B	Rohin D. (D2)	-5					
2018-01-20	UCSD	5	8	I	9	Robert Falcon Scott	139	History	British, Canadian, Australian, New Zealand History		Berkeley B	Pranav S. (D2)	10					
2018-01-20	UCSD	5	8	I	10	decolonization	149	RMPSS	Philosophy		Berkeley B	Michael C.	-5					
2018-01-20	UCSD	5	8	I	11	Saki	148	Literature	Short Fiction		Berkeley B	Rahul K. (D2)	10					
2018-01-20	UCSD	5	8	I	12	Niagara Falls	126	History	US History		Berkeley B	Rohin D. (D2)	10					
2018-01-20	UCSD	5	8	I	14	Pythagorean school	112	RMPSS	Religion		Berkeley B	Rahul K. (D2)	-5					
2018-01-20	UCSD	5	8	I	15	Bashō’s frog haiku	152	Literature	Non-Epic Poetry		Berkeley B	Rahul K. (D2)	10					
2018-01-20	UCSD	5	8	I	16	tidal forces	134	Science	Other Science	Astronomy	Berkeley B	Pranav S. (D2)	10					
2018-01-20	UCSD	5	8	I	18	Senegal River	139	History	Other History		Berkeley B	Pranav S. (D2)	10			bounceback		
2018-01-20	UCSD	5	8	I	19	Paul Cézanne	155	Arts	Painting/Sculpture		Berkeley B	Rahul K. (D2)	10					
2018-01-20	UCSD	5	8	I	20	Clifford Geertz	136	RMPSS	Social Science		Berkeley B	Pranav S. (D2)	10					
2018-01-20	UCSD	5	8	I	1	Polish hussars	141	History	Continental European History (post-600 CE)		Berkeley C	Jayanth S. (UG)	10					
2018-01-20	UCSD	5	8	I	3	quantum fields	141	Science	Physics		Berkeley C	James M. (D2)	0			bounceback		
2018-01-20	UCSD	5	8	I	7	dinitrogen	139	Science	Chemistry		Berkeley C	James M. (D2)	10			bounceback		
2018-01-20	UCSD	5	8	I	8	Ludwig van Beethoven	142	Arts	Music		Berkeley C	John X. (D2)	10					
2018-01-20	UCSD	5	8	I	10	decolonization	149	RMPSS	Philosophy		Berkeley C	James M. (D2)	10			bounceback		
2018-01-20	UCSD	5	8	I	13	arthropods	132	Science	Biology		Berkeley C	Jayanth S. (UG)	10					
2018-01-20	UCSD	5	8	I	14	Pythagorean school	112	RMPSS	Religion		Berkeley C	James M. (D2)	10			bounceback		
2018-01-20	UCSD	5	8	I	17	combs	144	RMPSS	Mythology		Berkeley C	John X. (D2)	10					
2018-01-20	UCSD	5	8	I	18	Senegal River	139	History	Other History		Berkeley C	Jayanth S. (UG)	-5					
2018-01-20	UCSD	5	9	C	2	Thales of Miletus	152	RMPSS	Philosophy		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	9	C	3	E. T. A. Hoffmann	142	Literature	Short Fiction		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	9	C	4	houses	138	Arts	Other Art	Architecture	UC Los Angeles	Anishka B. (UG)	10					
2018-01-20	UCSD	5	9	C	5	radial	143	Science	Physics		UC Los Angeles	Wolfram P. (D2)	10					
2018-01-20	UCSD	5	9	C	7	Germinal	142	Literature	Long Fiction		UC Los Angeles	Hidehiro A. (UG)	0					
2018-01-20	UCSD	5	9	C	8	specific heat capacity	135	Science	Chemistry		UC Los Angeles	Anishka B. (UG)	10					
2018-01-20	UCSD	5	9	C	13	bacterial conjugation	138	Science	Biology		UC Los Angeles	Wolfram P. (D2)	10					
2018-01-20	UCSD	5	9	C	14	the she-wolf	137	RMPSS	Mythology		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	9	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		UC Los Angeles	Anishka B. (UG)	0			bounceback		
2018-01-20	UCSD	5	9	C	16	“Tintern Abbey”	163	Literature	Non-Epic Poetry		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	9	C	17	Ceres	139	Science	Other Science	Astronomy	UC Los Angeles	Anishka B. (UG)	10			bounceback		
2018-01-20	UCSD	5	9	C	18	Billy Budd	138	Literature	Long Fiction		UC Los Angeles	Hidehiro A. (UG)	10					
2018-01-20	UCSD	5	9	C	20	Saint Jerome	135	Arts	Painting/Sculpture		UC Los Angeles	Hidehiro A. (UG)	10			bounceback		
2018-01-20	UCSD	5	9	C	1	Peter the Great	146	History	Continental European History (post-600 CE)		Caltech	Ishan M. (UG)	10					
2018-01-20	UCSD	5	9	C	6	neoconservatism	124	History	US History		Caltech	Nathaniel S. (D2)	10					
2018-01-20	UCSD	5	9	C	7	Germinal	142	Literature	Long Fiction		Caltech	Amol P. (D2)	0					
2018-01-20	UCSD	5	9	C	9	Darwinian evolution	135	RMPSS	Religion		Caltech	Nathaniel S. (D2)	10					
2018-01-20	UCSD	5	9	C	10	Jacksonville Jaguars	142	Other	Trash		Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	9	C	11	Sukarno	131	History	Other History		Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	9	C	12	Finland	140	Arts	Music		Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	9	C	15	Nineveh	130	History	Continental or Near Eastern History (pre-600 CE)		Caltech	Ishan M. (UG)	-5					
2018-01-20	UCSD	5	9	C	17	Ceres	139	Science	Other Science	Astronomy	Caltech	Henry B. (UG)	-5					
2018-01-20	UCSD	5	9	C	19	counting	132	RMPSS	Social Science		Caltech	Henry B. (UG)	10					
2018-01-20	UCSD	5	9	C	20	Saint Jerome	135	Arts	Painting/Sculpture		Caltech	Henry B. (UG)	-5					
2018-01-20	UCSD	5	10	N	4	Wolfgang Amadeus Mozart’s Requiem in D minor	137	Arts	Music		Berkeley B	Rahul K. (D2)	10	82	0.599			
2018-01-20	UCSD	5	10	N	5	Rage Against the Machine	161	Other	Trash		Berkeley B	Michael C.	10	82	0.509			
2018-01-20	UCSD	5	10	N	6	Finland	135	History	Continental European History (post-600 CE)		Berkeley B	Michael C.	10	46	0.341			
2018-01-20	UCSD	5	10	N	8	The Naked and the Dead	161	Literature	Long Fiction		Berkeley B	Rahul K. (D2)	10	152	0.944			
2018-01-20	UCSD	5	10	N	9	skeletons	143	Arts	Painting/Sculpture		Berkeley B	Rahul K. (D2)	10	75	0.524			
2018-01-20	UCSD	5	10	N	10	Inca empire	140	History	Historiography and Archaeology		Berkeley B	Rohin D. (D2)	10	105	0.75			
2018-01-20	UCSD	5	10	N	12	piano	138	Arts	Other Art	Jazz	Berkeley B	Rahul K. (D2)	-5	84	0.609			
2018-01-20	UCSD	5	10	N	13	competition	134	Science	Biology		Berkeley B	Rohin D. (D2)	10	92	0.687			
2018-01-20	UCSD	5	10	N	17	Chinua Achebe	157	Literature	Long Fiction		Berkeley B	Rahul K. (D2)	-5	81	0.516			
2018-01-20	UCSD	5	10	N	19	Skepticism	128	RMPSS	Philosophy		Berkeley B	Rahul K. (D2)	10	128	1.0	bounceback		
2018-01-20	UCSD	5	10	N	1	turbulent flow	129	Science	Physics		Berkeley A	Aseem K. (UG)	10	55	0.426			
2018-01-20	UCSD	5	10	N	2	Ecclesiastes	143	RMPSS	Religion		Berkeley A	Aseem K. (UG)	10	123	0.86			
2018-01-20	UCSD	5	10	N	3	Lady Macbeth	141	Literature	Miscellaneous Lit		Berkeley A	Aseem K. (UG)	10	79	0.56			
2018-01-20	UCSD	5	10	N	7	chirality	128	Science	Chemistry		Berkeley A	Aseem K. (UG)	10	41	0.32			
2018-01-20	UCSD	5	10	N	11	Rubaiyat of Omar Khayyám	129	Literature	Non-Epic Poetry		Berkeley A	Justin N. (UG)	10	77	0.597			
2018-01-20	UCSD	5	10	N	12	piano	138	Arts	Other Art	Jazz	Berkeley A	Aseem K. (UG)	10	138	1.0	bounceback		
2018-01-20	UCSD	5	10	N	14	the Mesoamerican ballgame	144	RMPSS	Mythology		Berkeley A	Eric C. (UG)	10	14	0.097			
2018-01-20	UCSD	5	10	N	15	banners	148	History	Other History		Berkeley A	Bruce L. (UG)	10	43	0.291			
2018-01-20	UCSD	5	10	N	16	ionosphere	125	Science	Other Science	Earth Science	Berkeley A	Aseem K. (UG)	10	60	0.48			
2018-01-20	UCSD	5	10	N	17	Chinua Achebe	157	Literature	Long Fiction		Berkeley A	Bruce L. (UG)	10	157	1.0	bounceback		
2018-01-20	UCSD	5	10	N	18	Montana	123	History	US History		Berkeley A	Bruce L. (UG)	10	24	0.195			
2018-01-20	UCSD	5	10	N	19	Skepticism	128	RMPSS	Philosophy		Berkeley A	Aseem K. (UG)	-5	98	0.766			
2018-01-20	UCSD	5	10	N	20	Elizabeth Cady Stanton	133	RMPSS	Social Science		Berkeley A	Aseem K. (UG)	10	128	0.962			
2018-01-20	UCSD	5	11	J	4	Ryunosuke Akutagawa	145	Literature	Short Fiction		UC San Diego B	Nolan D.	10	101	0.697			
2018-01-20	UCSD	5	11	J	5	connectedness	147	Science	Other Science	Math	UC San Diego B	Robin H.	10	80	0.544			
2018-01-20	UCSD	5	11	J	9	James “Pete” Longstreet	124	History	US History		UC San Diego B	Brandon B. (D2)	0	124	1.0			
2018-01-20	UCSD	5	11	J	13	blood type	138	Science	Biology		UC San Diego B	Brandon B. (D2)	10	69	0.5			
2018-01-20	UCSD	5	11	J	15	Lady Bird	135	Other	Trash		UC San Diego B	Robin H.	10	124	0.919			
2018-01-20	UCSD	5	11	J	1	field effect transistors	143	Science	Physics		Berkeley A	Aseem K. (UG)	10	32	0.224			
2018-01-20	UCSD	5	11	J	2	Gentileschi	148	Arts	Painting/Sculpture		Berkeley A	Aseem K. (UG)	10	38	0.257			
2018-01-20	UCSD	5	11	J	3	David Hume	143	RMPSS	Philosophy		Berkeley A	Aseem K. (UG)	10	82	0.573			
2018-01-20	UCSD	5	11	J	6	Charles Bukowski	159	Literature	Long Fiction		Berkeley A	Justin N. (UG)	10	120	0.755			
2018-01-20	UCSD	5	11	J	7	Republic of Turkey	123	History	Historiography and Archaeology		Berkeley A	Eric C. (UG)	10	41	0.333			
2018-01-20	UCSD	5	11	J	8	Islam	133	RMPSS	Religion		Berkeley A	Bruce L. (UG)	10	73	0.549			
2018-01-20	UCSD	5	11	J	9	James “Pete” Longstreet	124	History	US History		Berkeley A	Bruce L. (UG)	0	124	1.0			
2018-01-20	UCSD	5	11	J	10	Erik Satie	141	Arts	Music		Berkeley A	Aseem K. (UG)	10	101	0.716			
2018-01-20	UCSD	5	11	J	11	Sri Lanka	126	History	Other History		Berkeley A	Aseem K. (UG)	10	71	0.563			
2018-01-20	UCSD	5	11	J	12	balcony	166	Literature	Drama		Berkeley A	Aseem K. (UG)	10	79	0.476			
2018-01-20	UCSD	5	11	J	14	Cindy Sherman	147	Arts	Other Art	Photography	Berkeley A	Aseem K. (UG)	10	84	0.571			
2018-01-20	UCSD	5	11	J	16	moon	153	Literature	Non-Epic Poetry		Berkeley A	Bruce L. (UG)	10	62	0.405			
2018-01-20	UCSD	5	11	J	17	Federative Republic of Brazil	133	RMPSS	Social Science		Berkeley A	Eric C. (UG)	10	56	0.421			
2018-01-20	UCSD	5	11	J	18	freezing	142	Science	Chemistry		Berkeley A	Aseem K. (UG)	10	97	0.683			
2018-01-20	UCSD	5	11	J	19	foot	163	RMPSS	Mythology		Berkeley A	Eric C. (UG)	10	30	0.184			
2018-01-20	UCSD	5	11	J	20	Bulgars	147	History	Continental European History (post-600 CE)		Berkeley A	Bruce L. (UG)	10	104	0.707			
