question_set_edition	tournament	room	round	packet	bonus	answer1	answer2	answer3	category	subcategory	subsubcategory	team	value1	value2	value3
2018-01-20	UCSD	2	3	A	3	culture-bound or culture-specific syndrome	koro	eating disorders	RMPSS	Social Science		UC Davis	0	0	10
2018-01-20	UCSD	2	3	A	4	divide-and-conquer algorithms	matrix multiplication	log-base-2 of 7	Science	Other Science	Computer Science	Berkeley B	10	0	0
2018-01-20	UCSD	2	3	A	5	Crown Heights Riots	Rudy Giuliani	Daniel Patrick Moynihan	History	US History		Berkeley B	10	10	10
2018-01-20	UCSD	2	3	A	6	octopus or octopi	Immanuel Kant	Diogenes the Cynic	RMPSS	Philosophy		Berkeley B	0	10	10
2018-01-20	UCSD	2	3	A	7	Great Mosque of Djenné	adobe	Iran	Arts	Other Art	Architecture	Berkeley B	0	10	10
2018-01-20	UCSD	2	3	A	8	Pankhurst	World War I	dreadnoughts	History	British, Canadian, Australian, New Zealand History		Berkeley B	10	10	10
2018-01-20	UCSD	2	3	A	9	beta-propeller	helix	green fluorescence protein	Science	Biology		Berkeley B	0	10	10
2018-01-20	UCSD	2	3	A	10	Doris Lessing	Thomas Pynchon	Oryx and Crake	Literature	Long Fiction		Berkeley B	0	10	10
2018-01-20	UCSD	2	3	A	11	Iberian peninsula	Toledo	Francisco Jiménez de Cisneros	History	Continental European History (post-600 CE)		Berkeley B	10	10	10
2018-01-20	UCSD	2	3	A	12	Heracles	Stymphalian birds	Arcadia	RMPSS	Mythology		Berkeley B	10	10	0
2018-01-20	UCSD	2	3	A	13	the rural purge	M*A*S*H	“The Revolution Will Not Be Televised”	Other	Trash		UC Davis	0	10	0
2018-01-20	UCSD	2	3	A	14	silver nanoparticles	silver mirror	citrate	Science	Chemistry		Berkeley B	10	10	10
2018-01-20	UCSD	2	3	A	15	Voltaire	portrait bust	écorché	Arts	Painting/Sculpture		Berkeley B	0	10	0
2018-01-20	UCSD	2	3	A	16	The Luminaries	Wilkie Collins	opium	Literature	Long Fiction		UC Davis	0	0	10
2018-01-20	UCSD	2	3	A	17	Astana	Kazakhstan	Nursultan Nazarbayev	History	Other History		UC Davis	0	10	0
2018-01-20	UCSD	2	3	A	18	Noah	Behemoth	Ethiopian Orthodox Church	RMPSS	Religion		Berkeley B	10	10	0
2018-01-20	UCSD	2	3	A	19	quantum superposition	adiabatic theorem	quantum annealing	Science	Physics		UC Davis	0	0	0
2018-01-20	UCSD	2	3	A	20	“since feeling is first”	e e cummings	“may i feel said he”	Literature	Non-Epic Poetry		Berkeley B	0	10	0
2018-01-20	UCSD	2	4	B	1	phase transitions	topological phases	David James Thouless	Science	Physics		University of Oregon	10	0	0
2018-01-20	UCSD	2	4	B	2	Constantinople	Baldwin	Asen dynasty	History	Continental European History (post-600 CE)		Berkeley B	10	0	0
2018-01-20	UCSD	2	4	B	3	golden apples	Paris	Tír na nÓg	RMPSS	Mythology		University of Oregon	0	10	0
2018-01-20	UCSD	2	4	B	4	perfect numbers	Mersenne primes	aliquot sequence	Science	Other Science	Math	University of Oregon	10	10	0
2018-01-20	UCSD	2	4	B	5	Stalwarts	James A. Garfield	Oneida Community	History	US History		Berkeley B	10	10	10
2018-01-20	UCSD	2	4	B	6	Czesław Miłosz	poems	the end of the world	Literature	Non-Epic Poetry		Berkeley B	0	10	10
2018-01-20	UCSD	2	4	B	7	Holika	bhakti	Kama	RMPSS	Religion		University of Oregon	0	0	10
2018-01-20	UCSD	2	4	B	8	piano concerto	Maurice Ravel	Piano Concerto No. 3 by Sergei Prokofiev	Arts	Music		University of Oregon	0	10	0
2018-01-20	UCSD	2	4	B	9	Call It Sleep	Portnoy’s Complaint	Roth	Literature	Long Fiction		University of Oregon	0	0	10
2018-01-20	UCSD	2	4	B	10	boogie-woogie	Piet Mondrian	Bridget Riley	Arts	Painting/Sculpture		Berkeley B	10	10	0
2018-01-20	UCSD	2	4	B	11	oration	Athens	Mary Renault	Literature	Miscellaneous Lit		Berkeley B	10	0	0
2018-01-20	UCSD	2	4	B	12	Sea Peoples	Herodotus	Suppiluliuma	History	Continental or Near Eastern History (pre-600 CE)		Berkeley B	10	10	0
2018-01-20	UCSD	2	4	B	13	“Maman died today”	The Stranger	Nervous Conditions	Literature	Long Fiction		Berkeley B	10	10	10
2018-01-20	UCSD	2	4	B	14	norbornene	polymerization	carbocations	Science	Chemistry		Berkeley B	0	10	10
2018-01-20	UCSD	2	4	B	15	Big Data	Cathy O’Neil	recidivism risk	Other	Other Academic		Berkeley B	0	0	0
2018-01-20	UCSD	2	4	B	16	Caste Wars	Mayan people	K’iche’ Maya	History	Other History		Berkeley B	10	10	10
2018-01-20	UCSD	2	4	B	17	Proto-Indo-European	Neogrammarians	William Labov	RMPSS	Social Science		University of Oregon	0	0	0
2018-01-20	UCSD	2	4	B	18	stop codons	translation	pyrrolysine	Science	Biology		Berkeley B	10	10	0
2018-01-20	UCSD	2	5	L	1	Quartet for the End of Time	World War II	A Survivor from Warsaw	Arts	Music		Berkeley A	10	10	0
2018-01-20	UCSD	2	5	L	2	orbits	delta-v	bi-elliptic transfer	Science	Physics		Berkeley A	10	0	0
2018-01-20	UCSD	2	5	L	3	Jean-Antoine Watteau	Titian	David Teniers the Younger	Arts	Painting/Sculpture		Berkeley A	10	10	0
2018-01-20	UCSD	2	5	L	4	Samson	the jawbone of a donkey/ass	Epistle to the Hebrews	RMPSS	Religion		Berkeley A	10	10	0
2018-01-20	UCSD	2	5	L	5	New Zealand	Helen Clark	alcohol prohibition	History	British, Canadian, Australian, New Zealand History		Berkeley A	10	0	10
2018-01-20	UCSD	2	5	L	6	Mars	Ray Bradbury	“There Will Come Soft Rains”	Literature	Short Fiction		Berkeley A	0	10	10
2018-01-20	UCSD	2	5	L	7	fly	Mount Penglai	white	RMPSS	Mythology		Berkeley A	10	10	10
2018-01-20	UCSD	2	5	L	8	foams	colloids	Ostwald ripening	Science	Chemistry		UC Los Angeles	0	10	0
2018-01-20	UCSD	2	5	L	9	The Hour of the Star	Virginia Woolf	Gustave Flaubert	Literature	Long Fiction		Berkeley A	0	10	0
2018-01-20	UCSD	2	5	L	10	Gudit	Axumite Empire	Ethiopia	History	Other History		Berkeley A	10	0	10
2018-01-20	UCSD	2	5	L	11	rondeaux	Flanders	Geoffrey Chaucer	Literature	Non-Epic Poetry		Berkeley A	0	10	10
2018-01-20	UCSD	2	5	L	12	“The White Negro”	psychoanalysis	Eldridge Cleaver	RMPSS	Social Science		Berkeley A	0	10	10
2018-01-20	UCSD	2	5	L	13	Abu Dhabi	Frank Gehry	Tadao Ando	Arts	Other Art	Architecture	Berkeley A	10	10	10
2018-01-20	UCSD	2	5	L	14	William Howard Taft	Gerald Ford	Theodore “Teddy” Roosevelt	History	US History		UC Los Angeles	0	10	10
2018-01-20	UCSD	2	5	L	15	FCC	Eric Schneiderman	Scott Pruitt	Other	Current Events		Berkeley A	10	0	0
2018-01-20	UCSD	2	5	L	16	partitioning a set into non-empty subsets	equivalence relations	permutations	Science	Other Science	Math	Berkeley A	10	0	10
2018-01-20	UCSD	2	5	L	17	The Goat, or Who is Sylvia?	Edward Albee	The Two Gentlemen of Verona	Literature	Drama		Berkeley A	10	10	10
2018-01-20	UCSD	2	5	L	18	carboxylation	clotting	Factor Xa	Science	Biology		Berkeley A	0	10	0
2018-01-20	UCSD	2	5	L	19	texts	Hans-Georg Gadamer	Martin Heidegger	RMPSS	Philosophy		Berkeley A	10	10	10
2018-01-20	UCSD	2	5	L	20	Marie Antoinette	Madame du Barry	a theater	History	Continental European History (post-600 CE)		Berkeley A	10	10	10
2018-01-20	UCSD	2	6	K	1	lift	angle of attack	camber	Science	Physics		Berkeley C	10	10	0
2018-01-20	UCSD	2	6	K	2	The World According to Garp	John Irving	Vienna	Literature	Long Fiction		Berkeley C	10	10	0
2018-01-20	UCSD	2	6	K	3	Babylon	sixty	Seleucid Empire	History	Continental or Near Eastern History (pre-600 CE)		Berkeley C	10	0	10
2018-01-20	UCSD	2	6	K	4	Divan	Johann Wolfgang von Goethe	Ralph Waldo Emerson	Literature	Non-Epic Poetry		Caltech	0	10	0
2018-01-20	UCSD	2	6	K	5	Palace of Fontainebleau	Benvenuto Cellini	a stag	Arts	Painting/Sculpture		Berkeley C	0	10	0
2018-01-20	UCSD	2	6	K	6	ecosystem engineers	keystone species	biodiversity	Science	Biology		Caltech	10	10	10
2018-01-20	UCSD	2	6	K	7	Elisabeth of Bavaria	Rudolf	Franz Ferdinand Karl Ludwig Joseph Maria	History	Continental European History (post-600 CE)		Caltech	0	10	10
2018-01-20	UCSD	2	6	K	8	Mandaeism	John the Baptist	Gnostic religions	RMPSS	Religion		Berkeley C	0	10	10
2018-01-20	UCSD	2	6	K	9	preludes	Johann Sebastian Bach	Inventions and Sinfonias	Arts	Music		Berkeley C	10	10	0
2018-01-20	UCSD	2	6	K	10	“The Unreality of Time”	G. E. Moore	common sense	RMPSS	Philosophy		Berkeley C	0	0	10
2018-01-20	UCSD	2	6	K	11	Baeyer–Villiger oxidation	ozone	Newman projection	Science	Chemistry		Berkeley C	0	10	0
2018-01-20	UCSD	2	6	K	12	pyroxenes	basalt	monoclinic AND orthorhombic	Science	Other Science	Earth Science	Berkeley C	10	10	0
2018-01-20	UCSD	2	6	K	13	mushrooms	atomic bomb	human development	RMPSS	Social Science		Berkeley C	0	10	10
2018-01-20	UCSD	2	6	K	14	Fascist Italy	Umberto Eco	Quo Vadis?	Literature	Long Fiction		Berkeley C	0	10	10
2018-01-20	UCSD	2	6	K	15	Southeast Asia	Burma	Chittagong Hill Tracts	History	Other History		Berkeley C	0	10	0
2018-01-20	UCSD	2	6	K	16	Psycho	Diane Arbus	The Empire of Light	Arts	Other Art	Other Visual	Caltech	10	10	10
2018-01-20	UCSD	2	6	K	17	owls	Panchatantra	Athena	RMPSS	Mythology		Berkeley C	0	10	10
2018-01-20	UCSD	2	6	K	18	Strom Thurmond	Byrd	Richard Russell	History	US History		Caltech	10	10	0
2018-01-20	UCSD	2	7	F	1	Rurik	Kiev	Hypatian Monastery	History	Continental European History (post-600 CE)		Berkeley C	10	10	0
2018-01-20	UCSD	2	7	F	2	schwa	determiner	binary relation	RMPSS	Social Science		UC San Diego A	10	0	0
2018-01-20	UCSD	2	7	F	3	parallel keys	enharmonic	voice leading	Arts	Music		Berkeley C	10	0	0
2018-01-20	UCSD	2	7	F	4	“Dejection: An Ode”	Samuel Taylor Coleridge	fancy	Literature	Non-Epic Poetry		Berkeley C	0	10	0
2018-01-20	UCSD	2	7	F	5	ninjas	Republic of the Congo	gold mining	History	Other History		Berkeley C	10	0	10
2018-01-20	UCSD	2	7	F	6	tafsir	Abbasid Caliphate	sunnah	RMPSS	Religion		Berkeley C	0	10	0
2018-01-20	UCSD	2	7	F	7	rigid rotor	angular momentum	selection rules	Science	Physics		Berkeley C	0	10	0
2018-01-20	UCSD	2	7	F	8	Sur	Rabindranath Tagore	Thomas Edward Lawrence	Literature	Miscellaneous Lit		UC San Diego A	0	10	10
2018-01-20	UCSD	2	7	F	9	Tajikistan	Amu Darya	Aral Sea	Other	Geography		Berkeley C	0	10	10
2018-01-20	UCSD	2	7	F	10	poly(A) tail	mRNA	guanine and uracil	Science	Biology		Berkeley C	0	10	0
2018-01-20	UCSD	2	7	F	11	Freyja	Óðr	Frigg	RMPSS	Mythology		UC San Diego A	10	0	10
2018-01-20	UCSD	2	7	F	12	Ornette Coleman	Broadway	New York City	Arts	Other Art	Jazz	UC San Diego A	0	0	10
2018-01-20	UCSD	2	7	F	13	The Raj	Corn Laws	Richard Cobden	History	British, Canadian, Australian, New Zealand History		UC San Diego A	0	10	0
2018-01-20	UCSD	2	7	F	14	Dadaism	Ellsworth Kelly	Cologne Cathedral	Arts	Painting/Sculpture		UC San Diego A	10	0	0
2018-01-20	UCSD	2	7	F	15	The New York Trilogy	Don Quixote	The Locked Room	Literature	Long Fiction		UC San Diego A	0	10	10
2018-01-20	UCSD	2	7	F	16	On the Sublime	Plato	sophists	RMPSS	Philosophy		Berkeley C	0	10	0
2018-01-20	UCSD	2	7	F	17	resonance structures	benzene	allyl group	Science	Chemistry		UC San Diego A	10	10	0
2018-01-20	UCSD	2	7	F	18	Lynn Nottage	Pennsylvania	Troy Maxson	Literature	Drama		Berkeley C	0	10	10
2018-01-20	UCSD	2	8	I	1	Shanghai	Battle of Stalingrad	USS Panay	History	Other History		UC San Diego A	10	0	0
2018-01-20	UCSD	2	8	I	2	reliquary	kings of France	Basilica of St. Denis	RMPSS	Religion		UC San Diego A	0	0	10
2018-01-20	UCSD	2	8	I	3	tautomerism	glucose	enamine	Science	Chemistry		UC San Diego A	10	10	10
2018-01-20	UCSD	2	8	I	4	George Eliot	Anthony Trollope	Thomas Hardy	Literature	Long Fiction		University of Oregon	0	0	10
2018-01-20	UCSD	2	8	I	5	neutrophil	bone marrow	myeloid derived suppressor cells	Science	Biology		UC San Diego A	10	10	0
2018-01-20	UCSD	2	8	I	6	Bast	aegis	Hathor	RMPSS	Mythology		UC San Diego A	10	10	10
2018-01-20	UCSD	2	8	I	7	Quinta del Sordo	Francisco Goya	an asylum	Arts	Painting/Sculpture		University of Oregon	0	10	0
2018-01-20	UCSD	2	8	I	8	Sicily	Hamilcar Barca	Battle of Cape Ecnomus	History	Continental or Near Eastern History (pre-600 CE)		UC San Diego A	10	10	0
2018-01-20	UCSD	2	8	I	9	you	Apollo 8	Susan Brownmiller	Other	Other Academic		University of Oregon	10	0	0
2018-01-20	UCSD	2	8	I	10	Eugene Victor Debs	imprisonment	Norman Thomas	History	US History		University of Oregon	10	10	0
2018-01-20	UCSD	2	8	I	11	dream deferred	Langston Hughes	“Dig And Be Dug / In Return”	Literature	Non-Epic Poetry		UC San Diego A	10	10	0
2018-01-20	UCSD	2	8	I	12	Ernani	Giuseppe Verdi	Jerusalem	Arts	Other Art	Opera	University of Oregon	0	10	0
2018-01-20	UCSD	2	8	I	13	Étienne Bonnot de Condillac	animals	history	RMPSS	Philosophy		UC San Diego A	0	10	10
2018-01-20	UCSD	2	8	I	14	Carl Philipp Emanuel Bach	London	Magnificat	Arts	Music		UC San Diego A	10	10	0
2018-01-20	UCSD	2	8	I	15	“Citizenship and Social Class”	gender	Sheryl Sandberg	RMPSS	Social Science		UC San Diego A	0	10	10
2018-01-20	UCSD	2	8	I	16	plasmas	electric-field screening	Enrico Fermi	Science	Physics		UC San Diego A	10	0	0
2018-01-20	UCSD	2	8	I	17	Lydia Davis	McSweeney’s	Julio Cortazar	Literature	Short Fiction		UC San Diego A	0	0	10
2018-01-20	UCSD	2	8	I	18	method of Frobenius	second order	singular point	Science	Other Science	Math	University of Oregon	0	10	10
2018-01-20	UCSD	2	8	I	19	Muscovy Company	Ivan the Terrible	Arkhangelsk	History	Continental European History (post-600 CE)		University of Oregon	0	10	0
2018-01-20	UCSD	2	8	I	20	The Night of the Iguana	Tennessee Williams	Hannah Jelkes	Literature	Drama		University of Oregon	0	10	0
2018-01-20	UCSD	2	9	C	1	Vincenzo Bellini	Romeo and Juliet	Il Pirata	Arts	Other Art	Opera	Stanford	10	10	0
2018-01-20	UCSD	2	9	C	2	gibberellins	rice	20	Science	Biology		UC San Diego B	10	10	0
2018-01-20	UCSD	2	9	C	3	Faraday Future	Gigafactory	Andrew Cuomo	Other	Current Events		UC San Diego B	0	0	10
2018-01-20	UCSD	2	9	C	4	Roger Mortimer, 1st Earl of March	Hundred Years’ War	Battle of Bannockburn	History	British, Canadian, Australian, New Zealand History		UC San Diego B	0	10	0
2018-01-20	UCSD	2	9	C	5	Antonio Machado	Ruben Dario	evil	Literature	Non-Epic Poetry		UC San Diego B	0	0	10
2018-01-20	UCSD	2	9	C	6	The Calculus of Consent: Logical Foundations of Constitutional Democracy	public choice theory	Virginia	RMPSS	Social Science		UC San Diego B	0	0	0
2018-01-20	UCSD	2	9	C	7	density matrix	Liouville’s theorem	entropy	Science	Physics		Stanford	0	0	10
2018-01-20	UCSD	2	9	C	8	Burgundy	John the Fearless	Feast of the Pheasant	History	Continental European History (post-600 CE)		Stanford	10	0	0
2018-01-20	UCSD	2	9	C	9	James Baldwin’s father	Native Son	preacher	Literature	Miscellaneous Lit		Stanford	0	10	10
2018-01-20	UCSD	2	9	C	10	apples OR acorns	René Descartes	Philosophical Investigations	RMPSS	Philosophy		UC San Diego B	0	10	10
2018-01-20	UCSD	2	9	C	11	gates	Forbidden City	Nanjing	History	Other History		UC San Diego B	0	10	10
2018-01-20	UCSD	2	9	C	12	vases	red-figure painting	meanders	Arts	Painting/Sculpture		UC San Diego B	10	0	0
2018-01-20	UCSD	2	9	C	13	tirthankaras	karmas	Bhagavata Purana	RMPSS	Religion		Stanford	10	10	0
2018-01-20	UCSD	2	9	C	14	triple bond	Zaitsev’s rule	neopentyl group	Science	Chemistry		Stanford	10	10	0
2018-01-20	UCSD	2	9	C	15	Metamorphoses	Trimalchio	Aethiopica	Literature	Long Fiction		Stanford	10	10	0
2018-01-20	UCSD	2	9	C	16	one	constructive proof	Ramsey numbers	Science	Other Science	Math	Stanford	10	0	0
2018-01-20	UCSD	2	9	C	17	Metacomet	Plymouth Colony	Narragansett	History	US History		Stanford	10	10	10
2018-01-20	UCSD	2	9	C	18	Claude Debussy	xylophone	koto	Arts	Music		Stanford	10	10	0
2018-01-20	UCSD	2	9	C	19	Brother Jero	Elesin Oba	Wole Soyinka	Literature	Drama		UC San Diego B	0	0	10
2018-01-20	UCSD	2	9	C	20	Paul Bunyan	winter	stove	RMPSS	Mythology		Stanford	10	0	0
2018-01-20	UCSD	2	10	N	1	mental asylums	R. D. Laing	Gilles Deleuze	RMPSS	Social Science		UC Davis	0	0	0
2018-01-20	UCSD	2	10	N	2	The Steerage	New York City	clouds	Arts	Other Art	Photography	UC Davis	0	10	0
2018-01-20	UCSD	2	10	N	3	gardens	Mithra	thoughts AND/OR words AND/OR deeds	RMPSS	Religion		UC Davis	10	0	0
2018-01-20	UCSD	2	10	N	4	Samuel Johnson	biography	Richard Savage	Literature	Miscellaneous Lit		UC Davis	0	0	0
2018-01-20	UCSD	2	10	N	5	Balearic Islands	Sardinia	graves	History	Historiography and Archaeology		UC Davis	0	10	0
2018-01-20	UCSD	2	10	N	6	folding@home	Alzheimer’s disease	protein–protein docking	Science	Biology		UC Davis	0	0	0
2018-01-20	UCSD	2	10	N	7	diplomat	Pablo Neruda	“I Explain a Few Things”	Literature	Non-Epic Poetry		UC Davis	0	10	0
2018-01-20	UCSD	2	10	N	8	Madagascar	Malacca	Aurangzeb Alamgir	History	Other History		University of Washington	0	0	0
2018-01-20	UCSD	2	10	N	9	thermodynamic potentials	Josiah Willard Gibbs	natural variables	Science	Chemistry		UC Davis	0	10	0
2018-01-20	UCSD	2	10	N	10	Cathbad	druids	Hill of Tara	RMPSS	Mythology		University of Washington	0	10	0
2018-01-20	UCSD	2	10	N	11	visas	prevailing wage	Bracero program	History	US History		UC Davis	10	0	0
2018-01-20	UCSD	2	10	N	12	Catechism of a Revolutionary	Mikhail Bakunin	proletariat	RMPSS	Philosophy		University of Washington	0	0	10
2018-01-20	UCSD	2	10	N	13	butterflies	Junot Díaz	Edwidge Danticat	Literature	Long Fiction		University of Washington	0	0	0
2018-01-20	UCSD	2	10	N	14	isospin	protons AND neutrons	quark flavor	Science	Physics		UC Davis	0	10	0
2018-01-20	UCSD	2	10	N	15	piano sonata	Franz Liszt	Hungarian Rhapsody No. 2 in C-sharp minor	Arts	Music		University of Washington	0	10	0
2018-01-20	UCSD	2	10	N	16	Augustin-Louis Cauchy	analysis	a-sub-1 plus 2 a-sub-2 plus 4 a-sub-4 plus 8 a-sub-8 and so on	Science	Other Science	Math	University of Washington	10	10	0
2018-01-20	UCSD	2	10	N	17	handscrolls	maps of the Low Countries	ancient Roman ruins	Arts	Painting/Sculpture		University of Washington	10	0	0
2018-01-20	UCSD	2	11	J	1	Surrealism	Guillaume Apollinaire	Aimé Césaire	Literature	Non-Epic Poetry		Stanford	10	0	0
2018-01-20	UCSD	2	11	J	2	Adolphe Sax	trumpet	“Chet” Baker	Arts	Other Art	Jazz	UC Los Angeles	0	10	0
2018-01-20	UCSD	2	11	J	3	color vision	translating the Rosetta Stone	phonetic alphabet	Other	Other Academic		Stanford	10	10	10
